OBJECTID,ORIGID,CountyName,PopulationCensus16,TimeStamp,IGEasting,IGNorthing,Lat,Long,UGI,ConfirmedCovidCases,PopulationProportionCovidCases,ConfirmedCovidDeaths,ConfirmedCovidRecovered,Shape__Area,Shape__Length,Date
1834,14,Longford,40873,2020-05-09 00:00:00+00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,267,653.242972133193,,,3097977868.80127,315245.172822004,2020-05-09
1835,15,Louth,128884,2020-05-09 00:00:00+00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,730,566.400794512895,,,2386326963.30518,352203.517153586,2020-05-09
1836,16,Mayo,130507,2020-05-09 00:00:00+00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,522,399.978545212134,,,16036984139.0337,2101964.07657906,2020-05-09
1837,17,Meath,195044,2020-05-09 00:00:00+00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,760,389.655667439142,,,6658570745.56543,554844.750540487,2020-05-09
1838,18,Monaghan,61386,2020-05-09 00:00:00+00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,449,731.437135503209,,,3768943156.93945,392803.047266063,2020-05-09
1839,19,Offaly,77961,2020-05-09 00:00:00+00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,351,450.225112556278,,,5558826350.06201,561440.378583655,2020-05-09
1840,20,Roscommon,64544,2020-05-09 00:00:00+00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,247,382.684680218146,,,7278743875.74121,622494.154575241,2020-05-09
1841,21,Sligo,65535,2020-05-09 00:00:00+00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,123,187.685969329366,,,5348370378.15381,682286.870285499,2020-05-09
1842,22,Tipperary,159553,2020-05-09 00:00:00+00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,523,327.790765450979,,,11551196729.2788,781276.579658177,2020-05-09
1843,23,Waterford,116176,2020-05-09 00:00:00+00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,143,123.089106183721,,,4848379554.98291,643184.903993029,2020-05-09
1844,24,Westmeath,88770,2020-05-09 00:00:00+00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,643,724.343809845669,,,5208705730.30273,422669.332716032,2020-05-09
1845,25,Wexford,149722,2020-05-09 00:00:00+00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,202,134.916712306809,,,6332221063.42285,589324.476745023,2020-05-09
1846,26,Wicklow,142425,2020-05-09 00:00:00+00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,646,453.57205546779,,,5580728578.64697,427539.198566779,2020-05-09
1847,1,Carlow,56932,2020-05-10 00:00:00+00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,141,247.663879716153,,,2432351721.08691,319348.572538664,2020-05-10
1848,2,Cavan,76176,2020-05-10 00:00:00+00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,757,993.751312749422,,,5575009910.82324,515954.496459225,2020-05-10
1849,3,Clare,118817,2020-05-10 00:00:00+00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,306,257.538904365537,,,8722541705.68115,1013948.95023179,2020-05-10
1850,4,Cork,542868,2020-05-10 00:00:00+00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1234,227.311243248819,,,19529490885.5488,2129949.40863365,2020-05-10
1851,5,Donegal,159192,2020-05-10 00:00:00+00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,474,297.753655962611,,,14624041936.8887,2145085.77438756,2020-05-10
1852,6,Dublin,1347359,2020-05-10 00:00:00+00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,11235,833.853486709927,,,2612632654.59473,449433.53182733,2020-05-10
1853,7,Galway,258058,2020-05-10 00:00:00+00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,400,155.003913848825,,,17079158586.2568,1972288.28611619,2020-05-10
1854,8,Kerry,147707,2020-05-10 00:00:00+00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,305,206.489875225954,,,12483603408.0742,1753779.81860439,2020-05-10
1855,9,Kildare,222504,2020-05-10 00:00:00+00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1337,600.888073922267,,,4726063621.61621,422182.036778848,2020-05-10
1856,10,Kilkenny,99232,2020-05-10 00:00:00+00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,284,286.198000644953,,,5585391835.08203,453397.572162214,2020-05-10
1857,11,Laois,84697,2020-05-10 00:00:00+00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,249,293.989161363449,,,4731211499.44824,398512.462211564,2020-05-10
1858,12,Leitrim,32044,2020-05-10 00:00:00+00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,74,230.932467856697,,,4618679672.90234,453253.685043117,2020-05-10
1859,13,Limerick,194899,2020-05-10 00:00:00+00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,588,301.694723933935,,,7206726911.85791,673892.690484703,2020-05-10
1860,14,Longford,40873,2020-05-10 00:00:00+00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,269,658.136177916962,,,3097977868.80127,315245.172822004,2020-05-10
1861,15,Louth,128884,2020-05-10 00:00:00+00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,733,568.728469010893,,,2386326963.30518,352203.517153586,2020-05-10
1862,16,Mayo,130507,2020-05-10 00:00:00+00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,537,411.472181568805,,,16036984139.0337,2101964.07657906,2020-05-10
1863,17,Meath,195044,2020-05-10 00:00:00+00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,769,394.270010869342,,,6658570745.56543,554844.750540487,2020-05-10
1864,18,Monaghan,61386,2020-05-10 00:00:00+00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,454,739.582315185873,,,3768943156.93945,392803.047266063,2020-05-10
1865,19,Offaly,77961,2020-05-10 00:00:00+00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,358,459.203960954836,,,5558826350.06201,561440.378583655,2020-05-10
1866,20,Roscommon,64544,2020-05-10 00:00:00+00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,297,460.15121467526,,,7278743875.74121,622494.154575241,2020-05-10
1867,21,Sligo,65535,2020-05-10 00:00:00+00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,127,193.789578088045,,,5348370378.15381,682286.870285499,2020-05-10
1868,22,Tipperary,159553,2020-05-10 00:00:00+00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,524,328.417516436545,,,11551196729.2788,781276.579658177,2020-05-10
1869,23,Waterford,116176,2020-05-10 00:00:00+00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,143,123.089106183721,,,4848379554.98291,643184.903993029,2020-05-10
1870,24,Westmeath,88770,2020-05-10 00:00:00+00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,643,724.343809845669,,,5208705730.30273,422669.332716032,2020-05-10
1871,25,Wexford,149722,2020-05-10 00:00:00+00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,202,134.916712306809,,,6332221063.42285,589324.476745023,2020-05-10
1872,26,Wicklow,142425,2020-05-10 00:00:00+00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,649,455.678427242408,,,5580728578.64697,427539.198566779,2020-05-10
1873,1,Carlow,56932,2020-05-11 00:00:00+00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,143,251.176842549006,,,2432351721.08691,319348.572538664,2020-05-11
1874,2,Cavan,76176,2020-05-11 00:00:00+00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,765,1004.25330812854,,,5575009910.82324,515954.496459225,2020-05-11
1875,3,Clare,118817,2020-05-11 00:00:00+00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,308,259.222165178384,,,8722541705.68115,1013948.95023179,2020-05-11
1876,4,Cork,542868,2020-05-11 00:00:00+00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1238,228.048070617535,,,19529490885.5488,2129949.40863365,2020-05-11
1877,5,Donegal,159192,2020-05-11 00:00:00+00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,472,296.497311422685,,,14624041936.8887,2145085.77438756,2020-05-11
1878,6,Dublin,1347359,2020-05-11 00:00:00+00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,11242,834.373021592612,,,2612632654.59473,449433.53182733,2020-05-11
1879,7,Galway,258058,2020-05-11 00:00:00+00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,402,155.778933418069,,,17079158586.2568,1972288.28611619,2020-05-11
1880,8,Kerry,147707,2020-05-11 00:00:00+00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,305,206.489875225954,,,12483603408.0742,1753779.81860439,2020-05-11
1881,9,Kildare,222504,2020-05-11 00:00:00+00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1344,604.034084780498,,,4726063621.61621,422182.036778848,2020-05-11
1882,10,Kilkenny,99232,2020-05-11 00:00:00+00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,291,293.252176717188,,,5585391835.08203,453397.572162214,2020-05-11
1883,11,Laois,84697,2020-05-11 00:00:00+00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,249,293.989161363449,,,4731211499.44824,398512.462211564,2020-05-11
1884,12,Leitrim,32044,2020-05-11 00:00:00+00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,75,234.053176881788,,,4618679672.90234,453253.685043117,2020-05-11
1885,13,Limerick,194899,2020-05-11 00:00:00+00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,588,301.694723933935,,,7206726911.85791,673892.690484703,2020-05-11
1886,14,Longford,40873,2020-05-11 00:00:00+00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,270,660.582780808847,,,3097977868.80127,315245.172822004,2020-05-11
1887,15,Louth,128884,2020-05-11 00:00:00+00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,735,570.280252009559,,,2386326963.30518,352203.517153586,2020-05-11
1888,16,Mayo,130507,2020-05-11 00:00:00+00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,538,412.238423992583,,,16036984139.0337,2101964.07657906,2020-05-11
1889,17,Meath,195044,2020-05-11 00:00:00+00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,769,394.270010869342,,,6658570745.56543,554844.750540487,2020-05-11
1890,18,Monaghan,61386,2020-05-11 00:00:00+00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,458,746.098458932004,,,3768943156.93945,392803.047266063,2020-05-11
1891,19,Offaly,77961,2020-05-11 00:00:00+00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,360,461.769346211567,,,5558826350.06201,561440.378583655,2020-05-11
1892,20,Roscommon,64544,2020-05-11 00:00:00+00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,298,461.700545364403,,,7278743875.74121,622494.154575241,2020-05-11
1893,21,Sligo,65535,2020-05-11 00:00:00+00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,128,195.315480277714,,,5348370378.15381,682286.870285499,2020-05-11
1894,22,Tipperary,159553,2020-05-11 00:00:00+00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,524,328.417516436545,,,11551196729.2788,781276.579658177,2020-05-11
1895,23,Waterford,116176,2020-05-11 00:00:00+00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,144,123.949869164027,,,4848379554.98291,643184.903993029,2020-05-11
1896,24,Westmeath,88770,2020-05-11 00:00:00+00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,645,726.596823251098,,,5208705730.30273,422669.332716032,2020-05-11
1897,25,Wexford,149722,2020-05-11 00:00:00+00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,206,137.58833037229,,,6332221063.42285,589324.476745023,2020-05-11
1898,26,Wicklow,142425,2020-05-11 00:00:00+00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,647,454.274179392663,,,5580728578.64697,427539.198566779,2020-05-11
1899,1,Carlow,56932,2020-05-12 00:00:00+00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,143,251.176842549006,,,2432351721.08691,319348.572538664,2020-05-12
1900,2,Cavan,76176,2020-05-12 00:00:00+00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,767,1006.87880697332,,,5575009910.82324,515954.496459225,2020-05-12
1901,3,Clare,118817,2020-05-12 00:00:00+00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,308,259.222165178384,,,8722541705.68115,1013948.95023179,2020-05-12
1902,4,Cork,542868,2020-05-12 00:00:00+00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1249,230.074345881503,,,19529490885.5488,2129949.40863365,2020-05-12
1903,5,Donegal,159192,2020-05-12 00:00:00+00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,473,297.125483692648,,,14624041936.8887,2145085.77438756,2020-05-12
1904,6,Dublin,1347359,2020-05-12 00:00:00+00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,11308,839.271493343645,,,2612632654.59473,449433.53182733,2020-05-12
1905,7,Galway,258058,2020-05-12 00:00:00+00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,405,156.941462771935,,,17079158586.2568,1972288.28611619,2020-05-12
1906,8,Kerry,147707,2020-05-12 00:00:00+00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,305,206.489875225954,,,12483603408.0742,1753779.81860439,2020-05-12
1907,9,Kildare,222504,2020-05-12 00:00:00+00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1348,605.831805270916,,,4726063621.61621,422182.036778848,2020-05-12
1908,10,Kilkenny,99232,2020-05-12 00:00:00+00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,292,294.259916156079,,,5585391835.08203,453397.572162214,2020-05-12
1909,11,Laois,84697,2020-05-12 00:00:00+00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,249,293.989161363449,,,4731211499.44824,398512.462211564,2020-05-12
1910,12,Leitrim,32044,2020-05-12 00:00:00+00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,77,240.294594931969,,,4618679672.90234,453253.685043117,2020-05-12
1911,13,Limerick,194899,2020-05-12 00:00:00+00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,591,303.233982729516,,,7206726911.85791,673892.690484703,2020-05-12
1912,14,Longford,40873,2020-05-12 00:00:00+00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,272,665.475986592616,,,3097977868.80127,315245.172822004,2020-05-12
1913,15,Louth,128884,2020-05-12 00:00:00+00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,734,569.504360510226,,,2386326963.30518,352203.517153586,2020-05-12
1914,16,Mayo,130507,2020-05-12 00:00:00+00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,541,414.537151263917,,,16036984139.0337,2101964.07657906,2020-05-12
1915,17,Meath,195044,2020-05-12 00:00:00+00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,770,394.78271569492,,,6658570745.56543,554844.750540487,2020-05-12
1916,18,Monaghan,61386,2020-05-12 00:00:00+00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,464,755.872674551201,,,3768943156.93945,392803.047266063,2020-05-12
1917,19,Offaly,77961,2020-05-12 00:00:00+00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,362,464.334731468298,,,5558826350.06201,561440.378583655,2020-05-12
1918,20,Roscommon,64544,2020-05-12 00:00:00+00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,298,461.700545364403,,,7278743875.74121,622494.154575241,2020-05-12
1919,21,Sligo,65535,2020-05-12 00:00:00+00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,128,195.315480277714,,,5348370378.15381,682286.870285499,2020-05-12
1920,22,Tipperary,159553,2020-05-12 00:00:00+00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,524,328.417516436545,,,11551196729.2788,781276.579658177,2020-05-12
1921,23,Waterford,116176,2020-05-12 00:00:00+00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,144,123.949869164027,,,4848379554.98291,643184.903993029,2020-05-12
1922,24,Westmeath,88770,2020-05-12 00:00:00+00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,648,729.976343359243,,,5208705730.30273,422669.332716032,2020-05-12
1923,25,Wexford,149722,2020-05-12 00:00:00+00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,208,138.924139405031,,,6332221063.42285,589324.476745023,2020-05-12
1924,26,Wicklow,142425,2020-05-12 00:00:00+00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,651,457.082675092154,,,5580728578.64697,427539.198566779,2020-05-12
1925,1,Carlow,56932,2020-05-13 00:00:00+00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,144,252.933323965432,,,2432351721.08691,319348.572538664,2020-05-13
1926,2,Cavan,76176,2020-05-13 00:00:00+00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,774,1016.06805293006,,,5575009910.82324,515954.496459225,2020-05-13
1927,3,Clare,118817,2020-05-13 00:00:00+00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,312,262.588686804077,,,8722541705.68115,1013948.95023179,2020-05-13
1928,4,Cork,542868,2020-05-13 00:00:00+00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1256,231.363793776756,,,19529490885.5488,2129949.40863365,2020-05-13
1929,5,Donegal,159192,2020-05-13 00:00:00+00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,473,297.125483692648,,,14624041936.8887,2145085.77438756,2020-05-13
1930,6,Dublin,1347359,2020-05-13 00:00:00+00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,11557,857.752091313451,,,2612632654.59473,449433.53182733,2020-05-13
1931,7,Galway,258058,2020-05-13 00:00:00+00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,408,158.103992125801,,,17079158586.2568,1972288.28611619,2020-05-13
1932,8,Kerry,147707,2020-05-13 00:00:00+00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,306,207.166891210301,,,12483603408.0742,1753779.81860439,2020-05-13
1933,9,Kildare,222504,2020-05-13 00:00:00+00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1352,607.629525761335,,,4726063621.61621,422182.036778848,2020-05-13
1934,10,Kilkenny,99232,2020-05-13 00:00:00+00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,293,295.267655594969,,,5585391835.08203,453397.572162214,2020-05-13
1935,11,Laois,84697,2020-05-13 00:00:00+00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,251,296.350520089259,,,4731211499.44824,398512.462211564,2020-05-13
1936,12,Leitrim,32044,2020-05-13 00:00:00+00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,77,240.294594931969,,,4618679672.90234,453253.685043117,2020-05-13
1937,13,Limerick,194899,2020-05-13 00:00:00+00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,595,305.286327790291,,,7206726911.85791,673892.690484703,2020-05-13
1938,14,Longford,40873,2020-05-13 00:00:00+00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,273,667.922589484501,,,3097977868.80127,315245.172822004,2020-05-13
1939,15,Louth,128884,2020-05-13 00:00:00+00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,740,574.159709506223,,,2386326963.30518,352203.517153586,2020-05-13
1940,16,Mayo,130507,2020-05-13 00:00:00+00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,542,415.303393687695,,,16036984139.0337,2101964.07657906,2020-05-13
1941,17,Meath,195044,2020-05-13 00:00:00+00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,773,396.320830171654,,,6658570745.56543,554844.750540487,2020-05-13
1942,18,Monaghan,61386,2020-05-13 00:00:00+00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,467,760.759782360799,,,3768943156.93945,392803.047266063,2020-05-13
1943,19,Offaly,77961,2020-05-13 00:00:00+00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,435,557.971293338977,,,5558826350.06201,561440.378583655,2020-05-13
1944,20,Roscommon,64544,2020-05-13 00:00:00+00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,299,463.249876053545,,,7278743875.74121,622494.154575241,2020-05-13
1945,21,Sligo,65535,2020-05-13 00:00:00+00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,128,195.315480277714,,,5348370378.15381,682286.870285499,2020-05-13
1946,22,Tipperary,159553,2020-05-13 00:00:00+00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,516,323.403508552017,,,11551196729.2788,781276.579658177,2020-05-13
1947,23,Waterford,116176,2020-05-13 00:00:00+00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,144,123.949869164027,,,4848379554.98291,643184.903993029,2020-05-13
1948,24,Westmeath,88770,2020-05-13 00:00:00+00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,652,734.482370170103,,,5208705730.30273,422669.332716032,2020-05-13
1949,25,Wexford,149722,2020-05-13 00:00:00+00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,208,138.924139405031,,,6332221063.42285,589324.476745023,2020-05-13
1950,26,Wicklow,142425,2020-05-13 00:00:00+00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,652,457.784799017027,,,5580728578.64697,427539.198566779,2020-05-13
1951,1,Carlow,56932,2020-05-14 00:00:00+00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,144,252.933323965432,,,2432351721.08691,319348.572538664,2020-05-14
