OBJECTID,ORIGID,CountyName,PopulationCensus16,TimeStamp,IGEasting,IGNorthing,Lat,Long,UGI,ConfirmedCovidCases,PopulationProportionCovidCases,ConfirmedCovidDeaths,ConfirmedCovidRecovered,Shape__Area,Shape__Length,Date
6292,26,Wicklow,142425,2020-10-27 00:00:00+00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,1261,885.378269264525,,,5580728578.64697,427539.198566779,2020-10-27
6293,1,Carlow,56932,2020-10-28 00:00:00+00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,525,922.152743623972,,,2432351721.08691,319348.572538664,2020-10-28
6294,2,Cavan,76176,2020-10-28 00:00:00+00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,2024,2657.00483091787,,,5575009910.82324,515954.496459225,2020-10-28
6295,3,Clare,118817,2020-10-28 00:00:00+00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,1265,1064.6624641255,,,8722541705.68115,1013948.95023179,2020-10-28
6296,4,Cork,542868,2020-10-28 00:00:00+00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,5248,966.717507755108,,,19529490885.5488,2129949.40863365,2020-10-28
6297,5,Donegal,159192,2020-10-28 00:00:00+00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,2066,1297.80390974421,,,14624041936.8887,2145085.77438756,2020-10-28
6298,6,Dublin,1347359,2020-10-28 00:00:00+00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,23305,1729.68006299732,,,2612632654.59473,449433.53182733,2020-10-28
6299,7,Galway,258058,2020-10-28 00:00:00+00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,2222,861.046741430221,,,17079158586.2568,1972288.28611619,2020-10-28
6300,8,Kerry,147707,2020-10-28 00:00:00+00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,1052,712.220815533455,,,12483603408.0742,1753779.81860439,2020-10-28
6301,9,Kildare,222504,2020-10-28 00:00:00+00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,3680,1653.9028511847,,,4726063621.61621,422182.036778848,2020-10-28
6302,10,Kilkenny,99232,2020-10-28 00:00:00+00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,738,743.711705901322,,,5585391835.08203,453397.572162214,2020-10-28
6303,11,Laois,84697,2020-10-28 00:00:00+00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,796,939.820772872711,,,4731211499.44824,398512.462211564,2020-10-28
6304,12,Leitrim,32044,2020-10-28 00:00:00+00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,227,708.400948695544,,,4618679672.90234,453253.685043117,2020-10-28
6305,13,Limerick,194899,2020-10-28 00:00:00+00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,1963,1007.18833857536,,,7206726911.85791,673892.690484703,2020-10-28
6306,14,Longford,40873,2020-10-28 00:00:00+00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,556,1360.31120788785,,,3097977868.80127,315245.172822004,2020-10-28
6307,15,Louth,128884,2020-10-28 00:00:00+00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,1635,1268.58260140902,,,2386326963.30518,352203.517153586,2020-10-28
6308,16,Mayo,130507,2020-10-28 00:00:00+00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,1113,852.827817664953,,,16036984139.0337,2101964.07657906,2020-10-28
6309,17,Meath,195044,2020-10-28 00:00:00+00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,2869,1470.95014458276,,,6658570745.56543,554844.750540487,2020-10-28
6310,18,Monaghan,61386,2020-10-28 00:00:00+00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,1098,1788.68145831297,,,3768943156.93945,392803.047266063,2020-10-28
6311,19,Offaly,77961,2020-10-28 00:00:00+00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,1018,1305.78109567604,,,5558826350.06201,561440.378583655,2020-10-28
6312,20,Roscommon,64544,2020-10-28 00:00:00+00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,740,1146.5047099653,,,7278743875.74121,622494.154575241,2020-10-28
6313,21,Sligo,65535,2020-10-28 00:00:00+00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,600,915.541313801785,,,5348370378.15381,682286.870285499,2020-10-28
6314,22,Tipperary,159553,2020-10-28 00:00:00+00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,1156,724.524139314209,,,11551196729.2788,781276.579658177,2020-10-28
6315,23,Waterford,116176,2020-10-28 00:00:00+00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,705,606.837901115549,,,4848379554.98291,643184.903993029,2020-10-28
6316,24,Westmeath,88770,2020-10-28 00:00:00+00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,1341,1510.64548834066,,,5208705730.30273,422669.332716032,2020-10-28
6317,25,Wexford,149722,2020-10-28 00:00:00+00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,1072,715.993641549004,,,6332221063.42285,589324.476745023,2020-10-28
6318,26,Wicklow,142425,2020-10-28 00:00:00+00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,1273,893.803756362998,,,5580728578.64697,427539.198566779,2020-10-28
6319,1,Carlow,56932,2020-10-29 00:00:00+00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,527,925.665706456826,,,2432351721.08691,319348.572538664,2020-10-29
6320,2,Cavan,76176,2020-10-29 00:00:00+00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,2041,2679.32157109851,,,5575009910.82324,515954.496459225,2020-10-29
6321,3,Clare,118817,2020-10-29 00:00:00+00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,1279,1076.44528981543,,,8722541705.68115,1013948.95023179,2020-10-29
6322,4,Cork,542868,2020-10-29 00:00:00+00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,5351,985.690812499539,,,19529490885.5488,2129949.40863365,2020-10-29
6323,5,Donegal,159192,2020-10-29 00:00:00+00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,2106,1322.93080054274,,,14624041936.8887,2145085.77438756,2020-10-29
6324,6,Dublin,1347359,2020-10-29 00:00:00+00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,23535,1746.75049485698,,,2612632654.59473,449433.53182733,2020-10-29
6325,7,Galway,258058,2020-10-29 00:00:00+00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,2263,876.934642599726,,,17079158586.2568,1972288.28611619,2020-10-29
6326,8,Kerry,147707,2020-10-29 00:00:00+00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,1063,719.667991361276,,,12483603408.0742,1753779.81860439,2020-10-29
6327,9,Kildare,222504,2020-10-29 00:00:00+00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,3717,1670.53176572107,,,4726063621.61621,422182.036778848,2020-10-29
6328,10,Kilkenny,99232,2020-10-29 00:00:00+00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,743,748.750403095776,,,5585391835.08203,453397.572162214,2020-10-29
6329,11,Laois,84697,2020-10-29 00:00:00+00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,807,952.808245864671,,,4731211499.44824,398512.462211564,2020-10-29
6330,12,Leitrim,32044,2020-10-29 00:00:00+00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,228,711.521657720634,,,4618679672.90234,453253.685043117,2020-10-29
6331,13,Limerick,194899,2020-10-29 00:00:00+00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,1998,1025.14635785715,,,7206726911.85791,673892.690484703,2020-10-29
6332,14,Longford,40873,2020-10-29 00:00:00+00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,564,1379.88403102292,,,3097977868.80127,315245.172822004,2020-10-29
6333,15,Louth,128884,2020-10-29 00:00:00+00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,1664,1291.08345488967,,,2386326963.30518,352203.517153586,2020-10-29
6334,16,Mayo,130507,2020-10-29 00:00:00+00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,1131,866.620181292957,,,16036984139.0337,2101964.07657906,2020-10-29
6335,17,Meath,195044,2020-10-29 00:00:00+00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,2918,1496.07268103607,,,6658570745.56543,554844.750540487,2020-10-29
6336,18,Monaghan,61386,2020-10-29 00:00:00+00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,1110,1808.22988955136,,,3768943156.93945,392803.047266063,2020-10-29
6337,19,Offaly,77961,2020-10-29 00:00:00+00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,1032,1323.73879247316,,,5558826350.06201,561440.378583655,2020-10-29
6338,20,Roscommon,64544,2020-10-29 00:00:00+00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,753,1166.64600892414,,,7278743875.74121,622494.154575241,2020-10-29
6339,21,Sligo,65535,2020-10-29 00:00:00+00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,609,929.274433508812,,,5348370378.15381,682286.870285499,2020-10-29
6340,22,Tipperary,159553,2020-10-29 00:00:00+00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,1160,727.031143256473,,,11551196729.2788,781276.579658177,2020-10-29
6341,23,Waterford,116176,2020-10-29 00:00:00+00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,716,616.306293898912,,,4848379554.98291,643184.903993029,2020-10-29
6342,24,Westmeath,88770,2020-10-29 00:00:00+00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,1367,1539.93466261124,,,5208705730.30273,422669.332716032,2020-10-29
6343,25,Wexford,149722,2020-10-29 00:00:00+00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,1076,718.665259614486,,,6332221063.42285,589324.476745023,2020-10-29
6344,26,Wicklow,142425,2020-10-29 00:00:00+00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,1282,900.122871686853,,,5580728578.64697,427539.198566779,2020-10-29
6345,1,Carlow,56932,2020-10-30 00:00:00+00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,535,939.717557788239,,,2432351721.08691,319348.572538664,2020-10-30
6346,2,Cavan,76176,2020-10-30 00:00:00+00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,2050,2691.13631590002,,,5575009910.82324,515954.496459225,2020-10-30
6347,3,Clare,118817,2020-10-30 00:00:00+00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,1287,1083.17833306682,,,8722541705.68115,1013948.95023179,2020-10-30
6348,4,Cork,542868,2020-10-30 00:00:00+00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,5413,997.111636714634,,,19529490885.5488,2129949.40863365,2020-10-30
6349,5,Donegal,159192,2020-10-30 00:00:00+00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,2130,1338.00693502186,,,14624041936.8887,2145085.77438756,2020-10-30
6350,6,Dublin,1347359,2020-10-30 00:00:00+00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,23622,1753.20757125606,,,2612632654.59473,449433.53182733,2020-10-30
6351,7,Galway,258058,2020-10-30 00:00:00+00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,2300,891.272504630742,,,17079158586.2568,1972288.28611619,2020-10-30
6352,8,Kerry,147707,2020-10-30 00:00:00+00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,1066,721.699039314318,,,12483603408.0742,1753779.81860439,2020-10-30
6353,9,Kildare,222504,2020-10-30 00:00:00+00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,3721,1672.32948621148,,,4726063621.61621,422182.036778848,2020-10-30
6354,10,Kilkenny,99232,2020-10-30 00:00:00+00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,750,755.80457916801,,,5585391835.08203,453397.572162214,2020-10-30
6355,11,Laois,84697,2020-10-30 00:00:00+00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,813,959.892322042103,,,4731211499.44824,398512.462211564,2020-10-30
6356,12,Leitrim,32044,2020-10-30 00:00:00+00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,228,711.521657720634,,,4618679672.90234,453253.685043117,2020-10-30
6357,13,Limerick,194899,2020-10-30 00:00:00+00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,2003,1027.71178918312,,,7206726911.85791,673892.690484703,2020-10-30
6358,14,Longford,40873,2020-10-30 00:00:00+00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,568,1389.67044259046,,,3097977868.80127,315245.172822004,2020-10-30
6359,15,Louth,128884,2020-10-30 00:00:00+00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,1672,1297.29058688433,,,2386326963.30518,352203.517153586,2020-10-30
6360,16,Mayo,130507,2020-10-30 00:00:00+00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,1172,898.036120667857,,,16036984139.0337,2101964.07657906,2020-10-30
6361,17,Meath,195044,2020-10-30 00:00:00+00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,2929,1501.71243411743,,,6658570745.56543,554844.750540487,2020-10-30
6362,18,Monaghan,61386,2020-10-30 00:00:00+00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,1110,1808.22988955136,,,3768943156.93945,392803.047266063,2020-10-30
6363,19,Offaly,77961,2020-10-30 00:00:00+00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,1035,1327.58687035826,,,5558826350.06201,561440.378583655,2020-10-30
6364,20,Roscommon,64544,2020-10-30 00:00:00+00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,755,1169.74467030243,,,7278743875.74121,622494.154575241,2020-10-30
6365,21,Sligo,65535,2020-10-30 00:00:00+00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,621,947.585259784848,,,5348370378.15381,682286.870285499,2020-10-30
6366,22,Tipperary,159553,2020-10-30 00:00:00+00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,1185,742.699917895621,,,11551196729.2788,781276.579658177,2020-10-30
6367,23,Waterford,116176,2020-10-30 00:00:00+00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,738,635.243079465638,,,4848379554.98291,643184.903993029,2020-10-30
6368,24,Westmeath,88770,2020-10-30 00:00:00+00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,1374,1547.82020953025,,,5208705730.30273,422669.332716032,2020-10-30
6369,25,Wexford,149722,2020-10-30 00:00:00+00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,1081,722.004782196337,,,6332221063.42285,589324.476745023,2020-10-30
6370,26,Wicklow,142425,2020-10-30 00:00:00+00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,1292,907.14411093558,,,5580728578.64697,427539.198566779,2020-10-30
6371,1,Carlow,56932,2020-10-31 00:00:00+00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,539,946.743483453945,,,2432351721.08691,319348.572538664,2020-10-31
6372,2,Cavan,76176,2020-10-31 00:00:00+00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,2052,2693.7618147448,,,5575009910.82324,515954.496459225,2020-10-31
6373,3,Clare,118817,2020-10-31 00:00:00+00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,1302,1095.80278916317,,,8722541705.68115,1013948.95023179,2020-10-31
6374,4,Cork,542868,2020-10-31 00:00:00+00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,5499,1012.95342514202,,,19529490885.5488,2129949.40863365,2020-10-31
6375,5,Donegal,159192,2020-10-31 00:00:00+00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,2159,1356.2239308508,,,14624041936.8887,2145085.77438756,2020-10-31
6376,6,Dublin,1347359,2020-10-31 00:00:00+00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,23790,1765.67640844051,,,2612632654.59473,449433.53182733,2020-10-31
6377,7,Galway,258058,2020-10-31 00:00:00+00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,2307,893.985073123096,,,17079158586.2568,1972288.28611619,2020-10-31
6378,8,Kerry,147707,2020-10-31 00:00:00+00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,1078,729.823231126487,,,12483603408.0742,1753779.81860439,2020-10-31
6379,9,Kildare,222504,2020-10-31 00:00:00+00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,3745,1683.11580915399,,,4726063621.61621,422182.036778848,2020-10-31
6380,10,Kilkenny,99232,2020-10-31 00:00:00+00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,758,763.866494679136,,,5585391835.08203,453397.572162214,2020-10-31
6381,11,Laois,84697,2020-10-31 00:00:00+00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,820,968.157077582441,,,4731211499.44824,398512.462211564,2020-10-31
6382,12,Leitrim,32044,2020-10-31 00:00:00+00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,229,714.642366745725,,,4618679672.90234,453253.685043117,2020-10-31
6383,13,Limerick,194899,2020-10-31 00:00:00+00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,2042,1047.72215352567,,,7206726911.85791,673892.690484703,2020-10-31
6384,14,Longford,40873,2020-10-31 00:00:00+00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,575,1406.79666283366,,,3097977868.80127,315245.172822004,2020-10-31
6385,15,Louth,128884,2020-10-31 00:00:00+00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,1695,1315.13609136898,,,2386326963.30518,352203.517153586,2020-10-31
6386,16,Mayo,130507,2020-10-31 00:00:00+00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,1182,905.698544905637,,,16036984139.0337,2101964.07657906,2020-10-31
6387,17,Meath,195044,2020-10-31 00:00:00+00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,2948,1511.45382580341,,,6658570745.56543,554844.750540487,2020-10-31
6388,18,Monaghan,61386,2020-10-31 00:00:00+00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,1118,1821.26217704363,,,3768943156.93945,392803.047266063,2020-10-31
6389,19,Offaly,77961,2020-10-31 00:00:00+00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,1037,1330.15225561499,,,5558826350.06201,561440.378583655,2020-10-31
6390,20,Roscommon,64544,2020-10-31 00:00:00+00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,765,1185.23797719385,,,7278743875.74121,622494.154575241,2020-10-31
6391,21,Sligo,65535,2020-10-31 00:00:00+00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,630,961.318379491875,,,5348370378.15381,682286.870285499,2020-10-31
6392,22,Tipperary,159553,2020-10-31 00:00:00+00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,1208,757.115190563637,,,11551196729.2788,781276.579658177,2020-10-31
6393,23,Waterford,116176,2020-10-31 00:00:00+00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,739,636.103842445944,,,4848379554.98291,643184.903993029,2020-10-31
6394,24,Westmeath,88770,2020-10-31 00:00:00+00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,1385,1560.21178326011,,,5208705730.30273,422669.332716032,2020-10-31
6395,25,Wexford,149722,2020-10-31 00:00:00+00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,1089,727.3480183273,,,6332221063.42285,589324.476745023,2020-10-31
6396,26,Wicklow,142425,2020-10-31 00:00:00+00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,1305,916.271721958926,,,5580728578.64697,427539.198566779,2020-10-31
6397,1,Carlow,56932,2020-11-01 00:00:00+00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,554,973.090704700344,,,2432351721.08691,319348.572538664,2020-11-01
6398,2,Cavan,76176,2020-11-01 00:00:00+00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,2062,2706.8893089687,,,5575009910.82324,515954.496459225,2020-11-01
6399,3,Clare,118817,2020-11-01 00:00:00+00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,1311,1103.37746282098,,,8722541705.68115,1013948.95023179,2020-11-01
6400,4,Cork,542868,2020-11-01 00:00:00+00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,5572,1026.40052462109,,,19529490885.5488,2129949.40863365,2020-11-01
6401,5,Donegal,159192,2020-11-01 00:00:00+00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,2180,1369.41554852003,,,14624041936.8887,2145085.77438756,2020-11-01
6402,6,Dublin,1347359,2020-11-01 00:00:00+00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,24109,1789.35235523717,,,2612632654.59473,449433.53182733,2020-11-01
6403,7,Galway,258058,2020-11-01 00:00:00+00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,2330,902.897798169404,,,17079158586.2568,1972288.28611619,2020-11-01
6404,8,Kerry,147707,2020-11-01 00:00:00+00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,1092,739.30145490735,,,12483603408.0742,1753779.81860439,2020-11-01
6405,9,Kildare,222504,2020-11-01 00:00:00+00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,3763,1691.20555136087,,,4726063621.61621,422182.036778848,2020-11-01
6406,10,Kilkenny,99232,2020-11-01 00:00:00+00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,775,780.998065140277,,,5585391835.08203,453397.572162214,2020-11-01
6407,11,Laois,84697,2020-11-01 00:00:00+00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,838,989.409306114738,,,4731211499.44824,398512.462211564,2020-11-01
6408,12,Leitrim,32044,2020-11-01 00:00:00+00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,230,717.763075770815,,,4618679672.90234,453253.685043117,2020-11-01
